max_len,embedding_input,embedding_dim,epochs,batch_size,hidden_neuron,lr,dropout,optimizer,losses,last_activation,loss,acc,precision,recall,f1score,val_loss,val_acc,val_precision,val_recall,val_f1score
11,onehot,0,9,8,64,0.001,0.4,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7fa162292598>,sigmoid,0.4151061367364408,0.81111723,0.81201434,0.8097345,0.81069666,0.29239577054977417,0.808779776096344,0.8083664178848267,0.8095238208770752,0.8089110255241394
11,onehot,0,10,8,64,0.001,0.4,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7fa162292598>,sigmoid,0.40603928284439367,0.81867623,0.81906706,0.81803095,0.8183329,0.26246631145477295,0.800595223903656,0.800595223903656,0.800595223903656,0.800595223903656
11,onehot,0,11,8,64,0.001,0.4,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7fa162292598>,sigmoid,0.39746571388260454,0.8221792,0.8226809,0.8222714,0.8222567,0.2845504879951477,0.7976190447807312,0.797902524471283,0.7976190447807312,0.7976890802383423
11,onehot,0,12,8,64,0.001,0.4,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7fa162292598>,sigmoid,0.38826156711442106,0.82881635,0.8287182,0.82946163,0.82888424,0.3020564913749695,0.808779776096344,0.8094293475151062,0.8080357313156128,0.8086134791374207
11,onehot,0,13,8,64,0.001,0.4,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7fa162292598>,sigmoid,0.3772022569260854,0.83167404,0.8315481,0.8324115,0.8317848,0.2752108871936798,0.8095238208770752,0.8111537098884583,0.8080357313156128,0.8093662261962891
11,onehot,0,14,8,64,0.001,0.4,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7fa162292598>,sigmoid,0.3678351744877554,0.84190637,0.842256,0.8419985,0.84192055,0.33778783679008484,0.8072916865348816,0.8089569807052612,0.805059552192688,0.8068159818649292
11,onehot,0,15,8,64,0.001,0.4,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7fa162292598>,sigmoid,0.3584895314632264,0.844764,0.8453903,0.8442109,0.8446119,0.32326483726501465,0.8065476417541504,0.8073979616165161,0.805059552192688,0.8061507940292358
11,onehot,0,16,8,64,0.001,0.4,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7fa162292598>,sigmoid,0.34486593492054396,0.84928095,0.84985334,0.84882003,0.8491322,0.31710875034332275,0.804315447807312,0.8056973218917847,0.8020833134651184,0.8037697672843933
11,onehot,0,17,8,64,0.001,0.4,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7fa162292598>,sigmoid,0.33689389178106305,0.8537979,0.8537775,0.8539823,0.85373473,0.3190748393535614,0.7924107313156128,0.7923752665519714,0.7916666865348816,0.7918418049812317
11,onehot,0,18,8,64,0.001,0.4,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7fa162292598>,sigmoid,0.3247925617641448,0.85960543,0.8591504,0.8606195,0.85970086,0.34097006916999817,0.796875,0.796296238899231,0.7976190447807312,0.7969186902046204
11,onehot,0,19,8,64,0.001,0.4,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7fa162292598>,sigmoid,0.3149738300723576,0.86661136,0.8663574,0.8678097,0.8668738,0.32045280933380127,0.805059552192688,0.8047997355461121,0.805059552192688,0.804855227470398
11,onehot,0,20,8,64,0.001,0.4,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7fa162292598>,sigmoid,0.3018617389413218,0.8692847,0.8695516,0.86946905,0.8693413,0.3212856650352478,0.8020833134651184,0.802697479724884,0.8020833134651184,0.8023284077644348
11,onehot,0,21,8,64,0.001,0.4,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7fa162292598>,sigmoid,0.2946205222402262,0.87629056,0.8766534,0.8764749,0.87639743,0.3088439702987671,0.7976190447807312,0.7976190447807312,0.7976190447807312,0.7976190447807312
